     0.0000000000000E+00     0.2300000000000E+02     0.2300000000000E+02    -0.1000000000000E+02
     0.5000000000000E-04     0.2295271949317E+02     0.2300000000000E+02    -0.1000000000000E+02
     0.1000000000000E-03     0.2291050141434E+02     0.2299873795283E+02    -0.1000000000000E+02
     0.1500000000000E-03     0.2287014196992E+02     0.2299701446905E+02    -0.1000000000000E+02
     0.2000000000000E-03     0.2283116512927E+02     0.2299494850461E+02    -0.1000000000000E+02
     0.2500000000000E-03     0.2279332329772E+02     0.2299260192191E+02    -0.1000000000000E+02
     0.3000000000000E-03     0.2275645796423E+02     0.2299001431742E+02    -0.1000000000000E+02
     0.3500000000000E-03     0.2272045646767E+02     0.2298721382741E+02    -0.1000000000000E+02
     0.4000000000000E-03     0.2268523344417E+02     0.2298422176509E+02    -0.1000000000000E+02
     0.4500000000000E-03     0.2265072134232E+02     0.2298105499136E+02    -0.1000000000000E+02
     0.5000000000000E-03     0.2261686499643E+02     0.2297772727132E+02    -0.1000000000000E+02
     0.5500000000000E-03     0.2258361826579E+02     0.2297425011429E+02    -0.1000000000000E+02
     0.6000000000000E-03     0.2255094182675E+02     0.2297063332575E+02    -0.1000000000000E+02
     0.6500000000000E-03     0.2251880165404E+02     0.2296688538696E+02    -0.1000000000000E+02
     0.7000000000000E-03     0.2248716793722E+02     0.2296301372583E+02    -0.1000000000000E+02
     0.7500000000000E-03     0.2245601428400E+02     0.2295902491607E+02    -0.1000000000000E+02
     0.8000000000000E-03     0.2242531711950E+02     0.2295492482738E+02    -0.1000000000000E+02
     0.8500000000000E-03     0.2239505522364E+02     0.2295071874104E+02    -0.1000000000000E+02
     0.9000000000000E-03     0.2236520936829E+02     0.2294641144068E+02    -0.1000000000000E+02
     0.9500000000000E-03     0.2233576202811E+02     0.2294200728452E+02    -0.1000000000000E+02
     0.1000000000000E-02     0.2230669714687E+02     0.2293751026380E+02    -0.1000000000000E+02
     0.1050000000000E-02     0.2227799994637E+02     0.2293292405057E+02    -0.1000000000000E+02
     0.1100000000000E-02     0.2224965676829E+02     0.2292825203715E+02    -0.1000000000000E+02
     0.1150000000000E-02     0.2222165494225E+02     0.2292349736920E+02    -0.1000000000000E+02
     0.1200000000000E-02     0.2219398267449E+02     0.2291866297349E+02    -0.1000000000000E+02
     0.1250000000000E-02     0.2216662895347E+02     0.2291375158150E+02    -0.1000000000000E+02
     0.1300000000000E-02     0.2213958346898E+02     0.2290876574966E+02    -0.1000000000000E+02
     0.1350000000000E-02     0.2211283654254E+02     0.2290370787672E+02    -0.1000000000000E+02
     0.1400000000000E-02     0.2208637906704E+02     0.2289858021887E+02    -0.1000000000000E+02
     0.1450000000000E-02     0.2206020245420E+02     0.2289338490283E+02    -0.1000000000000E+02
     0.1500000000000E-02     0.2203429858850E+02     0.2288812393739E+02    -0.1000000000000E+02
     0.1550000000000E-02     0.2200865978661E+02     0.2288279922355E+02    -0.1000000000000E+02
     0.1600000000000E-02     0.2198327876155E+02     0.2287741256346E+02    -0.1000000000000E+02
     0.1650000000000E-02     0.2195814859089E+02     0.2287196566838E+02    -0.1000000000000E+02
     0.1700000000000E-02     0.2193326268836E+02     0.2286646016577E+02    -0.1000000000000E+02
     0.1750000000000E-02     0.2190861477844E+02     0.2286089760563E+02    -0.1000000000000E+02
     0.1800000000000E-02     0.2188419887360E+02     0.2285527946619E+02    -0.1000000000000E+02
     0.1850000000000E-02     0.2186000925379E+02     0.2284960715907E+02    -0.1000000000000E+02
     0.1900000000000E-02     0.2183604044787E+02     0.2284388203384E+02    -0.1000000000000E+02
     0.1950000000000E-02     0.2181228721685E+02     0.2283810538230E+02    -0.1000000000000E+02
     0.2000000000000E-02     0.2178874453858E+02     0.2283227844221E+02    -0.1000000000000E+02
     0.2050000000000E-02     0.2176540759393E+02     0.2282640240083E+02    -0.1000000000000E+02
     0.2100000000000E-02     0.2174227175405E+02     0.2282047839803E+02    -0.1000000000000E+02
     0.2150000000000E-02     0.2171933256878E+02     0.2281450752925E+02    -0.1000000000000E+02
     0.2200000000000E-02     0.2169658575602E+02     0.2280849084809E+02    -0.1000000000000E+02
     0.2250000000000E-02     0.2167402719194E+02     0.2280242936879E+02    -0.1000000000000E+02
     0.2300000000000E-02     0.2165165290196E+02     0.2279632406848E+02    -0.1000000000000E+02
     0.2350000000000E-02     0.2162945905246E+02     0.2279017588925E+02    -0.1000000000000E+02
     0.2400000000000E-02     0.2160744194310E+02     0.2278398574005E+02    -0.1000000000000E+02
     0.2450000000000E-02     0.2158559799972E+02     0.2277775449849E+02    -0.1000000000000E+02
     0.2500000000000E-02     0.2156392376772E+02     0.2277148301247E+02    -0.1000000000000E+02
     0.2550000000000E-02     0.2154241590597E+02     0.2276517210171E+02    -0.1000000000000E+02
     0.2600000000000E-02     0.2152107118108E+02     0.2275882255916E+02    -0.1000000000000E+02
     0.2650000000000E-02     0.2149988646213E+02     0.2275243515235E+02    -0.1000000000000E+02
     0.2700000000000E-02     0.2147885871572E+02     0.2274601062460E+02    -0.1000000000000E+02
     0.2750000000000E-02     0.2145798500130E+02     0.2273954969620E+02    -0.1000000000000E+02
     0.2800000000000E-02     0.2143726246691E+02     0.2273305306544E+02    -0.1000000000000E+02
     0.2850000000000E-02     0.2141668834508E+02     0.2272652140969E+02    -0.1000000000000E+02
     0.2900000000000E-02     0.2139625994906E+02     0.2271995538627E+02    -0.1000000000000E+02
     0.2950000000000E-02     0.2137597466925E+02     0.2271335563341E+02    -0.1000000000000E+02
     0.3000000000000E-02     0.2135582996985E+02     0.2270672277103E+02    -0.1000000000000E+02
